  0.0956,  -0.0463,   0.0002,  -0.0004
  0.0913,  -0.0429,   0.0003,  -0.0003
  0.0875,  -0.0399,   0.0004,  -0.0003
  0.0845,  -0.0380,   0.0003,  -0.0003
  0.0827,  -0.0369,   0.0001,  -0.0002
  0.0564,  -0.0359,   0.0002,   0.0000
  0.0804,  -0.0701,   0.0001,   0.0001
  0.1044,  -0.1058,   0.0001,  -0.0001
  0.1006,  -0.1032,  -0.0003,  -0.0005
  0.0969,  -0.0982,  -0.0002,  -0.0005
  0.0884,  -0.0899,   0.0000,  -0.0003
  0.0842,  -0.0859,   0.0002,  -0.0003
  0.0799,  -0.0818,   0.0007,  -0.0004
  0.0761,  -0.0779,   0.0005,  -0.0002
  0.0721,  -0.0743,   0.0003,  -0.0003
  0.0687,  -0.0714,   0.0006,  -0.0002
  0.0659,  -0.0691,   0.0003,  -0.0003
  0.0640,  -0.0675,   0.0004,  -0.0004
  0.0629,  -0.0661,   0.0001,  -0.0005
  0.0622,  -0.0654,   0.0003,  -0.0005
  0.0500,  -0.0287,   0.0001,   0.0000
  0.0713,  -0.0583,   0.0003,  -0.0001
  0.0920,  -0.0896,   0.0002,   0.0001
  0.0881,  -0.0866,   0.0005,   0.0002
  0.0840,  -0.0812,   0.0006,   0.0002
  0.0754,  -0.0727,   0.0008,   0.0001
  0.0710,  -0.0685,   0.0003,   0.0001
  0.0663,  -0.0640,   0.0004,   0.0002
  0.0623,  -0.0602,   0.0001,  -0.0002
  0.0586,  -0.0569,   0.0000,  -0.0005
  0.0557,  -0.0545,  -0.0002,  -0.0004
  0.0536,  -0.0528,   0.0000,  -0.0002
  0.0524,  -0.0519,   0.0001,  -0.0004
  0.0519,  -0.0512,  -0.0001,  -0.0005
  0.0660,  -0.0345,   0.0000,  -0.0004
  0.0865,  -0.0465,  -0.0002,  -0.0001
  0.1206,  -0.0714,  -0.0001,  -0.0002
  0.1181,  -0.0696,  -0.0001,  -0.0003
  0.1136,  -0.0655,   0.0002,  -0.0002
  0.1099,  -0.0624,   0.0000,  -0.0000
  0.1052,  -0.0577,  -0.0002,   0.0000
  0.1001,  -0.0528,   0.0002,   0.0004
  0.0949,  -0.0481,   0.0004,   0.0004
  0.0898,  -0.0438,   0.0004,   0.0002
  0.0851,  -0.0403,   0.0004,   0.0000
  0.0814,  -0.0376,   0.0004,   0.0005
  0.0786,  -0.0356,   0.0003,   0.0009
  0.0769,  -0.0349,   0.0005,   0.0009
  0.0623,  -0.0308,   0.0005,  -0.0000
  0.0818,  -0.0420,   0.0004,  -0.0001
  0.1156,  -0.0663,   0.0003,   0.0000
  0.1126,  -0.0639,   0.0005,  -0.0001
  0.1082,  -0.0595,   0.0007,   0.0001
  0.1048,  -0.0570,   0.0004,   0.0002
  0.1002,  -0.0523,   0.0002,   0.0001
  0.0952,  -0.0476,  -0.0000,  -0.0004
  0.0900,  -0.0430,  -0.0002,  -0.0004
  0.0850,  -0.0388,  -0.0002,  -0.0005
  0.0806,  -0.0353,   0.0000,  -0.0004
  0.0768,  -0.0325,  -0.0002,  -0.0002
  0.0739,  -0.0305,  -0.0004,  -0.0001
  0.0723,  -0.0300,  -0.0003,  -0.0003
  0.0565,  -0.0376,   0.0003,   0.0000
  0.0815,  -0.0724,   0.0004,   0.0002
  0.1059,  -0.1104,   0.0008,   0.0004
  0.1023,  -0.1074,   0.0005,   0.0006
  0.0987,  -0.1027,   0.0005,   0.0005
  0.0903,  -0.0940,   0.0003,   0.0006
  0.0869,  -0.0906,   0.0001,   0.0005
  0.0832,  -0.0869,   0.0003,   0.0006
  0.0797,  -0.0833,   0.0001,   0.0004
  0.0760,  -0.0798,   0.0001,   0.0003
  0.0727,  -0.0769,  -0.0000,   0.0004
  0.0701,  -0.0747,   0.0003,   0.0005
  0.0682,  -0.0727,   0.0001,   0.0004
  0.0671,  -0.0713,   0.0004,   0.0006
  0.0693,  -0.0371,  -0.0002,   0.0000
  0.0915,  -0.0498,  -0.0001,  -0.0001
  0.1286,  -0.0762,  -0.0002,  -0.0000
  0.1262,  -0.0746,  -0.0002,   0.0003
  0.1219,  -0.0708,  -0.0003,   0.0005
  0.1186,  -0.0680,   0.0000,   0.0003
  0.1141,  -0.0635,  -0.0002,   0.0003
  0.1092,  -0.0589,   0.0002,   0.0004
  0.1041,  -0.0545,   0.0002,   0.0006
  0.0988,  -0.0501,   0.0002,   0.0007
  0.0944,  -0.0464,   0.0001,   0.0005
  0.0903,  -0.0434,   0.0002,   0.0005
  0.0869,  -0.0408,  -0.0001,   0.0002
  0.0847,  -0.0395,   0.0002,  -0.0000
  0.0837,  -0.0392,   0.0002,  -0.0000
  0.0519,  -0.0315,   0.0003,  -0.0002
  0.0744,  -0.0629,   0.0002,  -0.0003
  0.0963,  -0.0965,   0.0001,   0.0001
  0.0924,  -0.0934,  -0.0000,   0.0001
  0.0884,  -0.0881,   0.0002,   0.0003
  0.0797,  -0.0795,   0.0001,   0.0001
  0.0756,  -0.0755,   0.0000,   0.0003
  0.0716,  -0.0717,   0.0001,   0.0004
  0.0678,  -0.0680,  -0.0003,   0.0000
  0.0643,  -0.0649,  -0.0003,   0.0002
  0.0614,  -0.0625,  -0.0002,   0.0003
  0.0593,  -0.0606,  -0.0004,   0.0002
  0.0580,  -0.0594,  -0.0005,   0.0002
  0.0573,  -0.0586,  -0.0005,   0.0000
  0.0535,  -0.0337,   0.0003,  -0.0003
  0.0770,  -0.0664,   0.0004,   0.0001
  0.0998,  -0.1017,   0.0005,   0.0002
  0.0959,  -0.0986,  -0.0000,   0.0001
  0.0921,  -0.0935,  -0.0000,   0.0002
  0.0835,  -0.0848,   0.0001,   0.0003
  0.0797,  -0.0812,   0.0002,   0.0003
  0.0759,  -0.0775,   0.0003,   0.0005
  0.0723,  -0.0738,  -0.0001,   0.0003
  0.0686,  -0.0705,  -0.0003,   0.0001
  0.0656,  -0.0679,  -0.0004,  -0.0000
  0.0633,  -0.0660,  -0.0005,   0.0000
  0.0618,  -0.0644,  -0.0004,   0.0002
  0.0609,  -0.0634,  -0.0003,   0.0001
  0.0681,  -0.0360,  -0.0002,  -0.0001
  0.0898,  -0.0484,  -0.0003,   0.0001
  0.1265,  -0.0742,  -0.0004,  -0.0001
  0.1238,  -0.0725,  -0.0003,  -0.0000
  0.1194,  -0.0685,  -0.0001,   0.0002
  0.1159,  -0.0656,  -0.0001,   0.0003
  0.1113,  -0.0611,  -0.0003,   0.0003
  0.1062,  -0.0565,  -0.0004,   0.0003
  0.1011,  -0.0520,  -0.0004,   0.0001
  0.0960,  -0.0478,  -0.0003,   0.0001
  0.0917,  -0.0444,  -0.0003,   0.0001
  0.0879,  -0.0415,  -0.0002,   0.0001
  0.0850,  -0.0394,  -0.0001,   0.0003
  0.0833,  -0.0387,  -0.0000,  -0.0001
  0.0530,  -0.0340,  -0.0003,  -0.0001
  0.0769,  -0.0664,  -0.0002,   0.0000
  0.0998,  -0.1027,  -0.0004,   0.0002
  0.0965,  -0.0996,  -0.0000,   0.0002
  0.0929,  -0.0948,  -0.0001,   0.0003
  0.0850,  -0.0864,  -0.0001,   0.0002
  0.0816,  -0.0831,   0.0001,   0.0002
  0.0779,  -0.0795,   0.0000,   0.0001
  0.0744,  -0.0760,  -0.0003,   0.0002
  0.0707,  -0.0722,  -0.0003,  -0.0002
  0.0672,  -0.0691,  -0.0003,  -0.0000
  0.0646,  -0.0667,  -0.0003,  -0.0003
  0.0626,  -0.0649,  -0.0002,  -0.0002
  0.0615,  -0.0636,  -0.0000,   0.0001
  0.0558,  -0.0365,   0.0001,  -0.0002
  0.0805,  -0.0709,  -0.0001,   0.0005
  0.1046,  -0.1081,  -0.0002,   0.0004
  0.1009,  -0.1052,  -0.0002,   0.0000
  0.0973,  -0.1004,  -0.0005,   0.0000
  0.0890,  -0.0918,  -0.0001,  -0.0003
  0.0855,  -0.0884,  -0.0002,  -0.0003
  0.0818,  -0.0848,  -0.0000,   0.0001
  0.0782,  -0.0811,   0.0002,   0.0000
  0.0746,  -0.0776,   0.0004,  -0.0001
  0.0711,  -0.0746,   0.0003,  -0.0000
  0.0684,  -0.0722,   0.0001,   0.0001
  0.0664,  -0.0702,  -0.0001,   0.0001
  0.0651,  -0.0688,   0.0001,  -0.0002
  0.0644,  -0.0677,   0.0004,  -0.0002
  0.0553,  -0.0366,   0.0002,  -0.0002
  0.0797,  -0.0703,   0.0003,  -0.0004
  0.1036,  -0.1080,   0.0006,  -0.0001
  0.0998,  -0.1047,   0.0006,  -0.0003
  0.0961,  -0.0999,   0.0008,  -0.0001
  0.0878,  -0.0912,   0.0007,  -0.0000
  0.0843,  -0.0878,   0.0009,  -0.0001
  0.0805,  -0.0839,   0.0005,  -0.0001
  0.0770,  -0.0803,   0.0001,  -0.0003
  0.0734,  -0.0771,   0.0003,  -0.0005
  0.0704,  -0.0745,   0.0002,  -0.0005
  0.0683,  -0.0725,   0.0003,  -0.0003
  0.0668,  -0.0709,  -0.0000,  -0.0006
  0.0659,  -0.0696,  -0.0000,  -0.0004
  0.0505,  -0.0298,   0.0000,  -0.0001
  0.0725,  -0.0602,   0.0003,   0.0003
  0.0937,  -0.0927,   0.0002,   0.0004
  0.0899,  -0.0897,   0.0003,   0.0004
  0.0860,  -0.0844,   0.0004,   0.0003
  0.0775,  -0.0759,   0.0006,   0.0003
  0.0733,  -0.0719,   0.0003,   0.0004
  0.0691,  -0.0679,   0.0000,   0.0003
  0.0653,  -0.0642,   0.0003,   0.0001
  0.0615,  -0.0608,  -0.0000,   0.0000
  0.0585,  -0.0581,  -0.0000,  -0.0004
  0.0562,  -0.0563,   0.0002,  -0.0008
  0.0548,  -0.0550,   0.0004,  -0.0006
  0.0540,  -0.0542,   0.0002,  -0.0003
  0.0511,  -0.0306,   0.0001,   0.0001
  0.0735,  -0.0615,   0.0003,   0.0002
  0.0951,  -0.0946,   0.0004,   0.0005
  0.0914,  -0.0917,   0.0005,   0.0005
  0.0876,  -0.0865,   0.0000,   0.0003
  0.0791,  -0.0781,  -0.0001,   0.0004
  0.0751,  -0.0741,  -0.0002,   0.0008
  0.0710,  -0.0702,  -0.0002,   0.0007
  0.0672,  -0.0666,  -0.0003,   0.0003
  0.0634,  -0.0630,  -0.0008,  -0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
  0.0000,   0.0000,   0.0000,   0.0000
