 -0.2013,  -0.1282,  -0.0008,   0.0003
 -0.1942,  -0.1215,  -0.0010,   0.0002
 -0.1920,  -0.1207,  -0.0008,   0.0004
 -0.1901,  -0.1202,  -0.0005,   0.0002
 -0.1884,  -0.1199,  -0.0004,   0.0002
 -0.0942,  -0.0417,   0.0001,   0.0002
 -0.1116,  -0.0717,  -0.0002,  -0.0001
 -0.1325,  -0.0976,  -0.0003,   0.0002
 -0.1404,  -0.1075,  -0.0003,   0.0003
 -0.1458,  -0.1097,  -0.0002,   0.0005
 -0.1453,  -0.1097,  -0.0000,  -0.0001
 -0.1469,  -0.1118,  -0.0003,  -0.0002
 -0.1477,  -0.1134,  -0.0001,  -0.0002
 -0.1483,  -0.1148,  -0.0002,  -0.0002
 -0.1523,  -0.1204,  -0.0000,  -0.0006
 -0.1456,  -0.1190,   0.0002,  -0.0003
 -0.1332,  -0.1063,   0.0001,  -0.0004
 -0.1307,  -0.1052,   0.0002,   0.0002
 -0.1284,  -0.1041,   0.0004,   0.0003
 -0.1266,  -0.1034,   0.0009,  -0.0002
 -0.0918,  -0.0395,   0.0002,   0.0002
 -0.1093,  -0.0684,   0.0003,   0.0003
 -0.1310,  -0.0932,   0.0007,   0.0001
 -0.1379,  -0.1024,   0.0004,   0.0001
 -0.1431,  -0.1043,   0.0005,  -0.0001
 -0.1424,  -0.1042,   0.0006,  -0.0001
 -0.1436,  -0.1060,   0.0004,   0.0002
 -0.1444,  -0.1075,   0.0005,   0.0002
 -0.1450,  -0.1086,   0.0004,   0.0000
 -0.1485,  -0.1141,  -0.0001,  -0.0000
 -0.1417,  -0.1128,  -0.0003,  -0.0000
 -0.1291,  -0.1004,  -0.0007,   0.0001
 -0.1266,  -0.0995,  -0.0008,  -0.0000
 -0.1247,  -0.0991,  -0.0006,  -0.0001
 -0.0849,  -0.0351,  -0.0001,  -0.0002
 -0.1302,  -0.0760,   0.0001,  -0.0000
 -0.1728,  -0.1031,   0.0002,  -0.0001
